eBird species code 2019,English name,scientific name,range,eBird species group
mdcsun3,Montane Double-collared Sunbird,Cinnyris ludovicensis,,Sunbirds and Spiderhunters
mdxmal1,Muscovy Duck x Mallard (hybrid),Cairina moschata x Anas platyrhynchos,,Waterfowl
meabun1,Meadow Bunting,Emberiza cioides,,Old World Buntings
meadow,Western/Eastern Meadowlark,Sturnella neglecta/magna,,Blackbirds
meapar,Mealy Parrot,Amazona farinosa,,"Parrots, Parakeets, and Allies"
meapar1,Mealy Parrot (Northern),Amazona farinosa guatemalae/virenticeps,,"Parrots, Parakeets, and Allies"
meapar2,Mealy Parrot (Southern),Amazona farinosa farinosa,"E Panama to Colombia, the Guianas, ne Bolivia and e Brazil","Parrots, Parakeets, and Allies"
meapip1,Meadow Pipit,Anthus pratensis,,Wagtails and Pipits
medgul1,Mediterranean Gull,Ichthyaetus melanocephalus,North Sea to Mediterranean and Black Sea; winters to n Africa,"Gulls, Terns, and Skimmers"
medshe1,Yelkouan/Balearic Shearwater,Puffinus yelkouan/mauretanicus,,"Petrels, Shearwaters, and Diving-Petrels"
meelor1,Meek's Lorikeet,Charmosyna meeki,"Solomon Islands (Bougainville, Kolombangara, New Georgia, Santa Isabel, Guadalcanal, and Malaita)","Parrots, Parakeets, and Allies"
meenig1,Mees's Nightjar,Caprimulgus meesi,Lesser Sundas (Sumba and Flores),Nightjars
megala1,Psilopogon sp.,Psilopogon sp.,,Barbets and Toucans
megalu1,Poodytes/Cincloramphus/Megalurus sp.,Poodytes/Cincloramphus/Megalurus sp.,,Grassbirds and Allies
megfin1,Medium Ground-Finch,Geospiza fortis,Arid scrub of main Galapagos Islands,Tanagers and Allies
megsta1,Meves's Starling,Lamprotornis mevesii,,Starlings and Mynas
megtan1,Metallic-green Tanager,Tangara labradorides,,Tanagers and Allies
mekwag1,Mekong Wagtail,Motacilla samveasnae,Lower Mekong delta of Cambodia and Laos,Wagtails and Pipits
melane1,Melanerpes sp.,Melanerpes sp.,,Woodpeckers
melber1,Melanocharis berrypecker sp.,Melanocharis sp.,,Berrypeckers and Longbills
melbla1,Melodious Blackbird,Dives dives,Gulf slope of e Mexico to Nicaragua and (rarely) nw Costa Rica,Blackbirds
melcus1,South Melanesian Cuckooshrike,Coracina caledonica,,Cuckooshrikes
melcus3,North Melanesian Cuckooshrike,Coracina welchmani,,Cuckooshrikes
melduc1,Meller's Duck,Anas melleri,High plateau and e Madagascar,Waterfowl
melfly1,Melanesian Flycatcher,Myiagra caledonica,,Monarch Flycatchers
melide1,melidectes sp.,Melidectes sp.,,Honeyeaters
meliph1,Meliphaga sp.,Meliphaga sp.,,Honeyeaters
meliph2,Meliphagidae sp.,Meliphagidae sp.,,Honeyeaters
melipo1,Melipotes sp.,Melipotes sp.,,Honeyeaters
melith1,Melithreptus sp.,Melithreptus sp.,,Honeyeaters
melkin1,Melanesian Kingfisher,Todiramphus tristrami,,Kingfishers
melscr1,Melanesian Scrubfowl,Megapodius eremita,"Admiralty Is., New Britain, New Ireland and Solomon Is.",Megapodes
melthr,Chinese Hwamei,Garrulax canorus,,Laughingthrushes and Allies
melwar1,Melodious Warbler,Hippolais polyglotta,SW Palearctic; winters in savanna of w Africa,Reed Warblers and Allies
melwoo1,Melancholy Woodpecker,Chloropicus lugubris,"Sierra Leone to se Ghana, s Nigeria and sw Cameroon",Woodpeckers
menwar1,Menetries's Warbler,Sylvia mystacea,,Sylviid Warblers
menwar2,Menetries's Warbler (mystacea),Sylvia mystacea mystacea,Transcaucasia and ne Turkey to lower Volga; winters to ne Africa,Sylviid Warblers
menwar3,Menetries's Warbler (rubescens/turcmenica),Sylvia mystacea rubescens/turcmenica,,Sylviid Warblers
meppar1,Meek's Pygmy-Parrot,Micropsitta meeki,,"Parrots, Parakeets, and Allies"
merflo1,Merida Flowerpiercer,Diglossa gloriosa,"Andes of w Venezuela (Trujillo, Mérida and n Táchira)",Tanagers and Allies
mergan1,merganser sp.,Mergellus/Lophodytes/Mergus sp.,,Waterfowl
merjuf1,Meratus Jungle-Flycatcher (undescribed form),Cyornis [undescribed Meratus form],"Meratus Mountains, South Kalimantan, southeastern Borneo",Old World Flycatchers
merlin,Merlin,Falco columbarius,,Falcons and Caracaras
merlin1,Merlin (Eurasian),Falco columbarius [aesalon Group],,Falcons and Caracaras
merlin2,Merlin (Pallid),Falco columbarius pallidus,Steppes of Asia (Aral Sea to Altai Mountains),Falcons and Caracaras
mertap1,Merida Tapaculo,Scytalopus meridanus,,Tapaculos
mertap2,Merida Tapaculo (Merida),Scytalopus meridanus meridanus,Andes of w Venezuela (Mérida and Táchira),Tapaculos
merwhe1,Meratus White-eye (undescribed form),Zosterops [undescribed Meratus form],"Meratus Mountains, South Kalimantan, southeastern Borneo","White-eyes, Yuhinas, and Allies"
merwre1,Merida Wren,Cistothorus meridae,Andes of nw Venezuela (Trujillo and Mérida),Wrens
mesowl1,Mentawai Scops-Owl,Otus mentawi,Mentawi Islands (off w Sumatra),Owls
metalt1,metaltail sp.,Metallura sp.,,Hummingbirds
metfin1,Medium Tree-Finch,Camarhynchus pauper,Humid scrub of Floreana I. (Galapagos Islands),Tanagers and Allies
metpig1,Metallic Pigeon,Columba vitiensis,,Pigeons and Doves
metpig2,Metallic Pigeon (Metallic),Columba vitiensis [vitiensis Group],,Pigeons and Doves
metpig3,Metallic Pigeon (Samoan),Columba vitiensis castaneiceps,"W Samoa (Savai'i, Apolima, Manono and Upolu)",Pigeons and Doves
metsta1,Metallic Starling,Aplonis metallica,,Starlings and Mynas
metsta2,Metallic Starling (Metallic),Aplonis metallica [metallica Group],,Starlings and Mynas
metsta3,Metallic Starling (Violet-hooded),Aplonis metallica circumscripta,Tanimbar Islands (Larat and Kirimoen) and Damar I.,Starlings and Mynas
mevgls1,Meves's Starling (Meves's),Lamprotornis mevesii mevesii,"Angola and n Namibia to Botswana, s Malawi and ne S Africa",Starlings and Mynas
mevgls2,Meves's Starling (Benguela),Lamprotornis mevesii benguelensis,Mopane woodlands of s end of w Angola escarpment,Starlings and Mynas
mevsta1,Meves's Starling (Cunene),Lamprotornis mevesii violacior,N Namibia and sw Angola,Starlings and Mynas
mewgul,Mew Gull,Larus canus,,"Gulls, Terns, and Skimmers"
mewgul2,Mew Gull (American),Larus canus brachyrhynchus,Alaska to Br. Columbia and Saskatchewan; winters to California,"Gulls, Terns, and Skimmers"
mewgul3,Mew Gull (Russian),Larus canus heinei,W Russia to Siberia; winters to Black Sea and Caspian Sea,"Gulls, Terns, and Skimmers"
mewsun2,Metallic-winged Sunbird,Aethopyga pulcherrima,"Basilan, Dinagat, Siargo, Biliran, Samar, Leyte and Mindanao",Sunbirds and Spiderhunters
mexchi,Mexican Chickadee,Poecile sclateri,,"Tits, Chickadees, and Titmice"
mexduc,Mexican Duck,Anas diazi,"southeastern Arizona, southern New Mexico, and western Texas (Trans-Pecos region) south to central Mexico",Waterfowl
mexher1,Mexican Hermit,Phaethornis mexicanus,,Hummingbirds
mexjay,Mexican/Transvolcanic Jay,Aphelocoma wollweberi/ultramarina,,"Jays, Magpies, Crows, and Ravens"
mexjay1,Mexican Jay (Arizona),Aphelocoma wollweberi [wollweberi Group],,"Jays, Magpies, Crows, and Ravens"
mexjay2,Mexican Jay (Couch's),Aphelocoma wollweberi couchii,Mts. of extreme sw Texas to s Nuevo León and c Tamaulipas,"Jays, Magpies, Crows, and Ravens"
